Age,Premium,Plan,PlanIndex,Gender
96,"26,375.00",立安心自願醫保標準計劃,30,Male
97,"26,796.00",立安心自願醫保標準計劃,30,Male
98,"27,221.00",立安心自願醫保標準計劃,30,Male
99,"27,625.00",立安心自願醫保標準計劃,30,Male
1,"1,577",「稅」優惠醫療計劃,31,Male
2,"1,577",「稅」優惠醫療計劃,31,Male
3,"1,577",「稅」優惠醫療計劃,31,Male
4,"1,577",「稅」優惠醫療計劃,31,Male
5,"1,577",「稅」優惠醫療計劃,31,Male
6,"1,577",「稅」優惠醫療計劃,31,Male
7,"1,577",「稅」優惠醫療計劃,31,Male
8,"1,577",「稅」優惠醫療計劃,31,Male
9,"1,577",「稅」優惠醫療計劃,31,Male
10,"1,577",「稅」優惠醫療計劃,31,Male
11,"1,577",「稅」優惠醫療計劃,31,Male
12,"1,577",「稅」優惠醫療計劃,31,Male
13,"1,577",「稅」優惠醫療計劃,31,Male
14,"1,577",「稅」優惠醫療計劃,31,Male
15,"1,577",「稅」優惠醫療計劃,31,Male
16,"1,577",「稅」優惠醫療計劃,31,Male
17,"1,577",「稅」優惠醫療計劃,31,Male
18,"1,595",「稅」優惠醫療計劃,31,Male
19,"1,614",「稅」優惠醫療計劃,31,Male
20,"1,633",「稅」優惠醫療計劃,31,Male
21,"1,651",「稅」優惠醫療計劃,31,Male
22,"1,672",「稅」優惠醫療計劃,31,Male
23,"1,695",「稅」優惠醫療計劃,31,Male
24,"1,716",「稅」優惠醫療計劃,31,Male
25,"1,737",「稅」優惠醫療計劃,31,Male
26,"1,758",「稅」優惠醫療計劃,31,Male
27,"1,782",「稅」優惠醫療計劃,31,Male
28,"1,807",「稅」優惠醫療計劃,31,Male
29,"1,835",「稅」優惠醫療計劃,31,Male
30,"1,867",「稅」優惠醫療計劃,31,Male
31,"1,922",「稅」優惠醫療計劃,31,Male
32,"1,977",「稅」優惠醫療計劃,31,Male
33,"2,034",「稅」優惠醫療計劃,31,Male
34,"2,081",「稅」優惠醫療計劃,31,Male
35,"2,142",「稅」優惠醫療計劃,31,Male
36,"2,161",「稅」優惠醫療計劃,31,Male
37,"2,217",「稅」優惠醫療計劃,31,Male
38,"2,303",「稅」優惠醫療計劃,31,Male
39,"2,404",「稅」優惠醫療計劃,31,Male
40,"2,533",「稅」優惠醫療計劃,31,Male
41,"2,696",「稅」優惠醫療計劃,31,Male
42,"2,874",「稅」優惠醫療計劃,31,Male
43,"3,070",「稅」優惠醫療計劃,31,Male
44,"3,257",「稅」優惠醫療計劃,31,Male
45,"3,383",「稅」優惠醫療計劃,31,Male
46,"3,610",「稅」優惠醫療計劃,31,Male
47,"3,847",「稅」優惠醫療計劃,31,Male
48,"4,074",「稅」優惠醫療計劃,31,Male
49,"4,292",「稅」優惠醫療計劃,31,Male
50,"4,450",「稅」優惠醫療計劃,31,Male
51,"4,724",「稅」優惠醫療計劃,31,Male
52,"4,954",「稅」優惠醫療計劃,31,Male
53,"5,185",「稅」優惠醫療計劃,31,Male
54,"5,420",「稅」優惠醫療計劃,31,Male
55,"5,657",「稅」優惠醫療計劃,31,Male
56,"5,901",「稅」優惠醫療計劃,31,Male
57,"6,159",「稅」優惠醫療計劃,31,Male
58,"6,429",「稅」優惠醫療計劃,31,Male
59,"6,708",「稅」優惠醫療計劃,31,Male
60,"6,996",「稅」優惠醫療計劃,31,Male
61,"7,290",「稅」優惠醫療計劃,31,Male
62,"7,585",「稅」優惠醫療計劃,31,Male
63,"7,891",「稅」優惠醫療計劃,31,Male
64,"8,200",「稅」優惠醫療計劃,31,Male
65,"8,511",「稅」優惠醫療計劃,31,Male
66,"8,747",「稅」優惠醫療計劃,31,Male
67,"8,994",「稅」優惠醫療計劃,31,Male
68,"9,240",「稅」優惠醫療計劃,31,Male
69,"9,692",「稅」優惠醫療計劃,31,Male
70,"10,183",「稅」優惠醫療計劃,31,Male
71,"10,528",「稅」優惠醫療計劃,31,Male
72,"10,778",「稅」優惠醫療計劃,31,Male
73,"10,887",「稅」優惠醫療計劃,31,Male
74,"10,992",「稅」優惠醫療計劃,31,Male
75,"11,182",「稅」優惠醫療計劃,31,Male
76,"11,285",「稅」優惠醫療計劃,31,Male
77,"11,458",「稅」優惠醫療計劃,31,Male
78,"11,640",「稅」優惠醫療計劃,31,Male
79,"11,940",「稅」優惠醫療計劃,31,Male
80,"12,241",「稅」優惠醫療計劃,31,Male
81,"12,602",「稅」優惠醫療計劃,31,Male
82,"12,841",「稅」優惠醫療計劃,31,Male
83,"13,074",「稅」優惠醫療計劃,31,Male
84,"13,303",「稅」優惠醫療計劃,31,Male
85,"13,520",「稅」優惠醫療計劃,31,Male
86,"13,596",「稅」優惠醫療計劃,31,Male
87,"13,671",「稅」優惠醫療計劃,31,Male
88,"13,744",「稅」優惠醫療計劃,31,Male
89,"13,818",「稅」優惠醫療計劃,31,Male
90,"13,891",「稅」優惠醫療計劃,31,Male
91,"13,967",「稅」優惠醫療計劃,31,Male
92,"14,042",「稅」優惠醫療計劃,31,Male
93,"14,115",「稅」優惠醫療計劃,31,Male
94,"14,190",「稅」優惠醫療計劃,31,Male
95,"14,263",「稅」優惠醫療計劃,31,Male
96,"14,338",「稅」優惠醫療計劃,31,Male
97,"14,413",「稅」優惠醫療計劃,31,Male
98,"14,487",「稅」優惠醫療計劃,31,Male
99,"14,562",「稅」優惠醫療計劃,31,Male
0,"1,577",「稅」優惠醫療計劃,31,Male
0,"1,570",ZA 自願醫保,32,Male
1,"1,535",ZA 自願醫保,32,Male
2,"1,475",ZA 自願醫保,32,Male
3,"1,415",ZA 自願醫保,32,Male
4,"1,355",ZA 自願醫保,32,Male
5,"1,315",ZA 自願醫保,32,Male
6,"1,245",ZA 自願醫保,32,Male
7,"1,135",ZA 自願醫保,32,Male
8,"1,075",ZA 自願醫保,32,Male
9,"1,040",ZA 自願醫保,32,Male
10,"1,030",ZA 自願醫保,32,Male
11,"1,030",ZA 自願醫保,32,Male
12,"1,030",ZA 自願醫保,32,Male
13,"1,040",ZA 自願醫保,32,Male
14,"1,040",ZA 自願醫保,32,Male
15,"1,065",ZA 自願醫保,32,Male
16,"1,090",ZA 自願醫保,32,Male
17,"1,115",ZA 自願醫保,32,Male
18,"1,115",ZA 自願醫保,32,Male
19,"1,115",ZA 自願醫保,32,Male
20,"1,125",ZA 自願醫保,32,Male
21,"1,160",ZA 自願醫保,32,Male
22,"1,195",ZA 自願醫保,32,Male
23,"1,235",ZA 自願醫保,32,Male
24,"1,265",ZA 自願醫保,32,Male
25,"1,305",ZA 自願醫保,32,Male
26,"1,355",ZA 自願醫保,32,Male
27,"1,400",ZA 自願醫保,32,Male
28,"1,425",ZA 自願醫保,32,Male
29,"1,450",ZA 自願醫保,32,Male
30,"1,485",ZA 自願醫保,32,Male
31,"1,535",ZA 自願醫保,32,Male
32,"1,595",ZA 自願醫保,32,Male
33,"1,640",ZA 自願醫保,32,Male
34,"1,700",ZA 自願醫保,32,Male
35,"1,760",ZA 自願醫保,32,Male
36,"1,820",ZA 自願醫保,32,Male
37,"1,870",ZA 自願醫保,32,Male
38,"1,915",ZA 自願醫保,32,Male
39,"1,965",ZA 自願醫保,32,Male
40,"2,075",ZA 自願醫保,32,Male
41,"2,180",ZA 自願醫保,32,Male
42,"2,300",ZA 自願醫保,32,Male
43,"2,420",ZA 自願醫保,32,Male
44,"2,530",ZA 自願醫保,32,Male
45,"2,650",ZA 自願醫保,32,Male
46,"2,770",ZA 自願醫保,32,Male
47,"2,875",ZA 自願醫保,32,Male
48,"2,985",ZA 自願醫保,32,Male
49,"3,115",ZA 自願醫保,32,Male
50,"3,250",ZA 自願醫保,32,Male
51,"3,395",ZA 自願醫保,32,Male
52,"3,535",ZA 自願醫保,32,Male
53,"3,715",ZA 自願醫保,32,Male
54,"3,895",ZA 自願醫保,32,Male
55,"4,100",ZA 自願醫保,32,Male
56,"4,305",ZA 自願醫保,32,Male
57,"4,595",ZA 自願醫保,32,Male
58,"4,775",ZA 自願醫保,32,Male
59,"4,965",ZA 自願醫保,32,Male
60,"5,315",ZA 自願醫保,32,Male
61,"5,650",ZA 自願醫保,32,Male
62,"6,055",ZA 自願醫保,32,Male
63,"6,440",ZA 自願醫保,32,Male
64,"6,800",ZA 自願醫保,32,Male
65,"7,125",ZA 自願醫保,32,Male
66,"7,460",ZA 自願醫保,32,Male
67,"7,810",ZA 自願醫保,32,Male
68,"8,170",ZA 自願醫保,32,Male
69,"8,555",ZA 自願醫保,32,Male
70,"8,960",ZA 自願醫保,32,Male
71,"9,380",ZA 自願醫保,32,Male
72,"9,755",ZA 自願醫保,32,Male
73,"10,150",ZA 自願醫保,32,Male
74,"10,545",ZA 自願醫保,32,Male
75,"10,975",ZA 自願醫保,32,Male
76,"11,280",ZA 自願醫保,32,Male
77,"11,455",ZA 自願醫保,32,Male
78,"11,635",ZA 自願醫保,32,Male
79,"11,935",ZA 自願醫保,32,Male
80,"12,225",ZA 自願醫保,32,Male
81,"12,600",ZA 自願醫保,32,Male
82,"12,840",ZA 自願醫保,32,Male
83,"13,070",ZA 自願醫保,32,Male
84,"13,300",ZA 自願醫保,32,Male
85,"13,515",ZA 自願醫保,32,Male
86,"13,565",ZA 自願醫保,32,Male
87,"13,565",ZA 自願醫保,32,Male
88,"13,565",ZA 自願醫保,32,Male
89,"13,565",ZA 自願醫保,32,Male
90,"13,565",ZA 自願醫保,32,Male
91,"13,565",ZA 自願醫保,32,Male
92,"13,565",ZA 自願醫保,32,Male
93,"13,565",ZA 自願醫保,32,Male
94,"13,565",ZA 自願醫保,32,Male
95,"13,565",ZA 自願醫保,32,Male
96,"13,565",ZA 自願醫保,32,Male
97,"13,565",ZA 自願醫保,32,Male
98,"13,565",ZA 自願醫保,32,Male
99,"13,565",ZA 自願醫保,32,Male
1,"3,288",「智選守護」自願醫療保障計劃,33,Male
2,"3,156",「智選守護」自願醫療保障計劃,33,Male
3,"3,036",「智選守護」自願醫療保障計劃,33,Male
4,"2,736",「智選守護」自願醫療保障計劃,33,Male
5,"2,472",「智選守護」自願醫療保障計劃,33,Male
6,"2,316",「智選守護」自願醫療保障計劃,33,Male
7,"2,220",「智選守護」自願醫療保障計劃,33,Male
8,"2,136",「智選守護」自願醫療保障計劃,33,Male
9,"2,052",「智選守護」自願醫療保障計劃,33,Male
10,"1,968",「智選守護」自願醫療保障計劃,33,Male
11,"1,872",「智選守護」自願醫療保障計劃,33,Male
12,"1,776",「智選守護」自願醫療保障計劃,33,Male
13,"1,740",「智選守護」自願醫療保障計劃,33,Male
14,"1,776",「智選守護」自願醫療保障計劃,33,Male
15,"1,800",「智選守護」自願醫療保障計劃,33,Male
16,"1,836",「智選守護」自願醫療保障計劃,33,Male
17,"1,920",「智選守護」自願醫療保障計劃,33,Male
18,"1,968",「智選守護」自願醫療保障計劃,33,Male
19,"1,992",「智選守護」自願醫療保障計劃,33,Male
20,"2,016",「智選守護」自願醫療保障計劃,33,Male
21,"2,040",「智選守護」自願醫療保障計劃,33,Male
22,"2,076",「智選守護」自願醫療保障計劃,33,Male
23,"2,088",「智選守護」自願醫療保障計劃,33,Male
24,"2,100",「智選守護」自願醫療保障計劃,33,Male
25,"2,112",「智選守護」自願醫療保障計劃,33,Male
26,"2,136",「智選守護」自願醫療保障計劃,33,Male
27,"2,148",「智選守護」自願醫療保障計劃,33,Male
28,"2,172",「智選守護」自願醫療保障計劃,33,Male
29,"2,196",「智選守護」自願醫療保障計劃,33,Male
30,"2,220",「智選守護」自願醫療保障計劃,33,Male
31,"2,280",「智選守護」自願醫療保障計劃,33,Male
32,"2,328",「智選守護」自願醫療保障計劃,33,Male
33,"2,376",「智選守護」自願醫療保障計劃,33,Male
34,"2,448",「智選守護」自願醫療保障計劃,33,Male
35,"2,508",「智選守護」自願醫療保障計劃,33,Male
36,"2,568",「智選守護」自願醫療保障計劃,33,Male
37,"2,628",「智選守護」自願醫療保障計劃,33,Male
38,"2,700",「智選守護」自願醫療保障計劃,33,Male
39,"2,772",「智選守護」自願醫療保障計劃,33,Male
40,"2,916",「智選守護」自願醫療保障計劃,33,Male
41,"2,988",「智選守護」自願醫療保障計劃,33,Male
42,"3,108",「智選守護」自願醫療保障計劃,33,Male
43,"3,216",「智選守護」自願醫療保障計劃,33,Male
44,"3,312",「智選守護」自願醫療保障計劃,33,Male
45,"3,468",「智選守護」自願醫療保障計劃,33,Male
46,"3,600",「智選守護」自願醫療保障計劃,33,Male
47,"3,720",「智選守護」自願醫療保障計劃,33,Male
48,"3,876",「智選守護」自願醫療保障計劃,33,Male
49,"4,020",「智選守護」自願醫療保障計劃,33,Male
50,"4,236",「智選守護」自願醫療保障計劃,33,Male
51,"4,476",「智選守護」自願醫療保障計劃,33,Male
52,"4,716",「智選守護」自願醫療保障計劃,33,Male
53,"5,088",「智選守護」自願醫療保障計劃,33,Male
54,"5,460",「智選守護」自願醫療保障計劃,33,Male
55,"5,856",「智選守護」自願醫療保障計劃,33,Male
56,"6,156",「智選守護」自願醫療保障計劃,33,Male
57,"6,468",「智選守護」自願醫療保障計劃,33,Male
58,"6,816",「智選守護」自願醫療保障計劃,33,Male
59,"7,200",「智選守護」自願醫療保障計劃,33,Male
60,"7,656",「智選守護」自願醫療保障計劃,33,Male
61,"8,292",「智選守護」自願醫療保障計劃,33,Male
62,"8,976",「智選守護」自願醫療保障計劃,33,Male
63,"9,612",「智選守護」自願醫療保障計劃,33,Male
64,"9,876",「智選守護」自願醫療保障計劃,33,Male
65,"10,116",「智選守護」自願醫療保障計劃,33,Male
66,"10,716",「智選守護」自願醫療保障計劃,33,Male
67,"11,136",「智選守護」自願醫療保障計劃,33,Male
68,"11,556",「智選守護」自願醫療保障計劃,33,Male
69,"12,096",「智選守護」自願醫療保障計劃,33,Male
70,"12,708",「智選守護」自願醫療保障計劃,33,Male
71,"13,296",「智選守護」自願醫療保障計劃,33,Male
72,"13,776",「智選守護」自願醫療保障計劃,33,Male
73,"14,232",「智選守護」自願醫療保障計劃,33,Male
74,"14,652",「智選守護」自願醫療保障計劃,33,Male
75,"15,012",「智選守護」自願醫療保障計劃,33,Male
76,"15,588",「智選守護」自願醫療保障計劃,33,Male
77,"16,212",「智選守護」自願醫療保障計劃,33,Male
78,"16,836",「智選守護」自願醫療保障計劃,33,Male
79,"17,376",「智選守護」自願醫療保障計劃,33,Male
80,"17,856",「智選守護」自願醫療保障計劃,33,Male
81,"18,288",「智選守護」自願醫療保障計劃,33,Male
82,"18,876",「智選守護」自願醫療保障計劃,33,Male
83,"19,416",「智選守護」自願醫療保障計劃,33,Male
84,"19,908",「智選守護」自願醫療保障計劃,33,Male
85,"20,352",「智選守護」自願醫療保障計劃,33,Male
86,"20,820",「智選守護」自願醫療保障計劃,33,Male
87,"21,216",「智選守護」自願醫療保障計劃,33,Male
88,"21,516",「智選守護」自願醫療保障計劃,33,Male
89,"21,792",「智選守護」自願醫療保障計劃,33,Male
90,"21,972",「智選守護」自願醫療保障計劃,33,Male
91,"22,236",「智選守護」自願醫療保障計劃,33,Male
92,"22,476",「智選守護」自願醫療保障計劃,33,Male
93,"22,692",「智選守護」自願醫療保障計劃,33,Male
94,"22,980",「智選守護」自願醫療保障計劃,33,Male
95,"23,160",「智選守護」自願醫療保障計劃,33,Male
96,"23,400",「智選守護」自願醫療保障計劃,33,Male
97,"23,616",「智選守護」自願醫療保障計劃,33,Male
98,"23,880",「智選守護」自願醫療保障計劃,33,Male
99,"24,120",「智選守護」自願醫療保障計劃,33,Male
0,"3,420",「智選守護」自願醫療保障計劃,33,Male
0,2208,AIA 自願醫保標準計劃,1,Female
1,2208,AIA 自願醫保標準計劃,1,Female
2,2208,AIA 自願醫保標準計劃,1,Female
3,2208,AIA 自願醫保標準計劃,1,Female
4,2208,AIA 自願醫保標準計劃,1,Female
5,1708.8,AIA 自願醫保標準計劃,1,Female
6,1708.8,AIA 自願醫保標準計劃,1,Female
7,1708.8,AIA 自願醫保標準計劃,1,Female
8,1708.8,AIA 自願醫保標準計劃,1,Female
9,1708.8,AIA 自願醫保標準計劃,1,Female
10,1708.8,AIA 自願醫保標準計劃,1,Female
11,1708.8,AIA 自願醫保標準計劃,1,Female
12,1708.8,AIA 自願醫保標準計劃,1,Female
13,1708.8,AIA 自願醫保標準計劃,1,Female
14,1708.8,AIA 自願醫保標準計劃,1,Female
15,1708.8,AIA 自願醫保標準計劃,1,Female
16,1779.2,AIA 自願醫保標準計劃,1,Female
17,1804.8,AIA 自願醫保標準計劃,1,Female
18,1843.2,AIA 自願醫保標準計劃,1,Female
19,1900.8,AIA 自願醫保標準計劃,1,Female
20,1964.8,AIA 自願醫保標準計劃,1,Female
21,2150.4,AIA 自願醫保標準計劃,1,Female
22,2246.4,AIA 自願醫保標準計劃,1,Female
23,2342.4,AIA 自願醫保標準計劃,1,Female
24,2432,AIA 自願醫保標準計劃,1,Female
25,2521.6,AIA 自願醫保標準計劃,1,Female
26,2643.2,AIA 自願醫保標準計劃,1,Female
27,2758.4,AIA 自願醫保標準計劃,1,Female
28,2854.4,AIA 自願醫保標準計劃,1,Female
29,2956.8,AIA 自願醫保標準計劃,1,Female
30,3072,AIA 自願醫保標準計劃,1,Female
31,3148.8,AIA 自願醫保標準計劃,1,Female
32,3225.6,AIA 自願醫保標準計劃,1,Female
33,3315.2,AIA 自願醫保標準計劃,1,Female
34,3372.8,AIA 自願醫保標準計劃,1,Female
35,3462.4,AIA 自願醫保標準計劃,1,Female
36,3539.2,AIA 自願醫保標準計劃,1,Female
37,3616,AIA 自願醫保標準計劃,1,Female
38,3686.4,AIA 自願醫保標準計劃,1,Female
39,3782.4,AIA 自願醫保標準計劃,1,Female
40,3961.6,AIA 自願醫保標準計劃,1,Female
41,4313.6,AIA 自願醫保標準計劃,1,Female
42,4678.4,AIA 自願醫保標準計劃,1,Female
43,4928,AIA 自願醫保標準計劃,1,Female
44,5126.4,AIA 自願醫保標準計劃,1,Female
45,5299.2,AIA 自願醫保標準計劃,1,Female
46,5344,AIA 自願醫保標準計劃,1,Female
47,5382.4,AIA 自願醫保標準計劃,1,Female
48,5408,AIA 自願醫保標準計劃,1,Female
49,5427.2,AIA 自願醫保標準計劃,1,Female
50,5427.2,AIA 自願醫保標準計劃,1,Female
51,5529.6,AIA 自願醫保標準計劃,1,Female
52,5619.2,AIA 自願醫保標準計劃,1,Female
53,5728,AIA 自願醫保標準計劃,1,Female
54,5888,AIA 自願醫保標準計劃,1,Female
55,6054.4,AIA 自願醫保標準計劃,1,Female
56,6176,AIA 自願醫保標準計劃,1,Female
57,6336,AIA 自願醫保標準計劃,1,Female
58,6515.2,AIA 自願醫保標準計劃,1,Female
59,6771.2,AIA 自願醫保標準計劃,1,Female
60,7155.2,AIA 自願醫保標準計劃,1,Female
61,7635.2,AIA 自願醫保標準計劃,1,Female
62,8070.4,AIA 自願醫保標準計劃,1,Female
63,8537.6,AIA 自願醫保標準計劃,1,Female
64,8934.4,AIA 自願醫保標準計劃,1,Female
65,9606.4,AIA 自願醫保標準計劃,1,Female
66,10035.2,AIA 自願醫保標準計劃,1,Female
67,10483.2,AIA 自願醫保標準計劃,1,Female
68,10976,AIA 自願醫保標準計劃,1,Female
69,11488,AIA 自願醫保標準計劃,1,Female
70,12032,AIA 自願醫保標準計劃,1,Female
71,12793.6,AIA 自願醫保標準計劃,1,Female
72,13574.4,AIA 自願醫保標準計劃,1,Female
73,14419.2,AIA 自願醫保標準計劃,1,Female
74,15276.8,AIA 自願醫保標準計劃,1,Female
75,15968,AIA 自願醫保標準計劃,1,Female
76,16665.6,AIA 自願醫保標準計劃,1,Female
77,17395.2,AIA 自願醫保標準計劃,1,Female
78,18150.4,AIA 自願醫保標準計劃,1,Female
79,18950.4,AIA 自願醫保標準計劃,1,Female
80,19776,AIA 自願醫保標準計劃,1,Female
81,20614.4,AIA 自願醫保標準計劃,1,Female
82,21497.6,AIA 自願醫保標準計劃,1,Female
83,22406.4,AIA 自願醫保標準計劃,1,Female
84,23353.6,AIA 自願醫保標準計劃,1,Female
85,24326.4,AIA 自願醫保標準計劃,1,Female
86,24768,AIA 自願醫保標準計劃,1,Female
87,25164.8,AIA 自願醫保標準計劃,1,Female
88,25580.8,AIA 自願醫保標準計劃,1,Female
89,25996.8,AIA 自願醫保標準計劃,1,Female
90,26412.8,AIA 自願醫保標準計劃,1,Female
91,26835.2,AIA 自願醫保標準計劃,1,Female
92,27264,AIA 自願醫保標準計劃,1,Female
93,27712,AIA 自願醫保標準計劃,1,Female
94,28128,AIA 自願醫保標準計劃,1,Female
95,28550.4,AIA 自願醫保標準計劃,1,Female
96,28998.4,AIA 自願醫保標準計劃,1,Female
97,29414.4,AIA 自願醫保標準計劃,1,Female
98,29856,AIA 自願醫保標準計劃,1,Female
99,30323.2,AIA 自願醫保標準計劃,1,Female
0,3816,安聯醫療保障,2,Female
1,3216,安聯醫療保障,2,Female
2,2712,安聯醫療保障,2,Female
3,2304,安聯醫療保障,2,Female
4,1968,安聯醫療保障,2,Female
5,1692,安聯醫療保障,2,Female
6,1860,安聯醫療保障,2,Female
7,1668,安聯醫療保障,2,Female
8,1524,安聯醫療保障,2,Female
9,1428,安聯醫療保障,2,Female
10,1380,安聯醫療保障,2,Female
11,1368,安聯醫療保障,2,Female
12,1380,安聯醫療保障,2,Female
13,1416,安聯醫療保障,2,Female
14,1476,安聯醫療保障,2,Female
15,1548,安聯醫療保障,2,Female
16,1632,安聯醫療保障,2,Female
17,1728,安聯醫療保障,2,Female
18,1824,安聯醫療保障,2,Female
19,1824,安聯醫療保障,2,Female
20,1836,安聯醫療保障,2,Female
21,1836,安聯醫療保障,2,Female
22,1836,安聯醫療保障,2,Female
23,1848,安聯醫療保障,2,Female
24,1920,安聯醫療保障,2,Female
25,2532,安聯醫療保障,2,Female
26,2616,安聯醫療保障,2,Female
27,2712,安聯醫療保障,2,Female
28,2808,安聯醫療保障,2,Female
29,2892,安聯醫療保障,2,Female
30,2976,安聯醫療保障,2,Female
31,3060,安聯醫療保障,2,Female
32,3144,安聯醫療保障,2,Female
33,3240,安聯醫療保障,2,Female
34,3336,安聯醫療保障,2,Female
35,3348,安聯醫療保障,2,Female
36,3348,安聯醫療保障,2,Female
37,3360,安聯醫療保障,2,Female
38,3468,安聯醫療保障,2,Female
39,3576,安聯醫療保障,2,Female
40,3696,安聯醫療保障,2,Female
41,3804,安聯醫療保障,2,Female
42,3924,安聯醫療保障,2,Female
43,4056,安聯醫療保障,2,Female
44,4200,安聯醫療保障,2,Female
45,4680,安聯醫療保障,2,Female
46,4836,安聯醫療保障,2,Female
47,5004,安聯醫療保障,2,Female
48,5172,安聯醫療保障,2,Female
49,5340,安聯醫療保障,2,Female
50,5520,安聯醫療保障,2,Female
51,5712,安聯醫療保障,2,Female
52,5916,安聯醫療保障,2,Female
53,6120,安聯醫療保障,2,Female
54,6348,安聯醫療保障,2,Female
55,6492,安聯醫療保障,2,Female
56,6720,安聯醫療保障,2,Female
57,6960,安聯醫療保障,2,Female
58,7224,安聯醫療保障,2,Female
59,7476,安聯醫療保障,2,Female
60,7620,安聯醫療保障,2,Female
61,7896,安聯醫療保障,2,Female
62,8184,安聯醫療保障,2,Female
63,8484,安聯醫療保障,2,Female
64,8796,安聯醫療保障,2,Female
65,8880,安聯醫療保障,2,Female
66,9192,安聯醫療保障,2,Female
67,9528,安聯醫療保障,2,Female
68,9876,安聯醫療保障,2,Female
69,10224,安聯醫療保障,2,Female
70,11052,安聯醫療保障,2,Female
71,11448,安聯醫療保障,2,Female
72,11880,安聯醫療保障,2,Female
73,12348,安聯醫療保障,2,Female
74,12852,安聯醫療保障,2,Female
75,12936,安聯醫療保障,2,Female
76,13464,安聯醫療保障,2,Female
77,13992,安聯醫療保障,2,Female
78,14508,安聯醫療保障,2,Female
79,15012,安聯醫療保障,2,Female
80,16092,安聯醫療保障,2,Female
81,16584,安聯醫療保障,2,Female
82,17064,安聯醫療保障,2,Female
83,17460,安聯醫療保障,2,Female
84,17844,安聯醫療保障,2,Female
85,18120,安聯醫療保障,2,Female
86,18396,安聯醫療保障,2,Female
87,18684,安聯醫療保障,2,Female
88,18984,安聯醫療保障,2,Female
89,19272,安聯醫療保障,2,Female
90,19584,安聯醫療保障,2,Female
91,19872,安聯醫療保障,2,Female
92,20124,安聯醫療保障,2,Female
93,20364,安聯醫療保障,2,Female
94,20556,安聯醫療保障,2,Female
95,20724,安聯醫療保障,2,Female
96,20868,安聯醫療保障,2,Female
97,20964,安聯醫療保障,2,Female
98,21036,安聯醫療保障,2,Female
99,21072,安聯醫療保障,2,Female
0,"2,631",延愛,3,Female
1,"2,631",延愛,3,Female
2,"2,631",延愛,3,Female
3,"2,631",延愛,3,Female
4,"2,631",延愛,3,Female
5,"2,631",延愛,3,Female
6,"1,866",延愛,3,Female
7,"1,866",延愛,3,Female
8,"1,866",延愛,3,Female
9,"1,866",延愛,3,Female
10,"1,866",延愛,3,Female
11,"1,722",延愛,3,Female
12,"1,722",延愛,3,Female
13,"1,722",延愛,3,Female
14,"1,722",延愛,3,Female
15,"1,722",延愛,3,Female
16,"1,722",延愛,3,Female
17,"1,722",延愛,3,Female
18,"1,722",延愛,3,Female
19,"1,853",延愛,3,Female
20,"1,853",延愛,3,Female
21,"1,853",延愛,3,Female
22,"1,853",延愛,3,Female
23,"1,853",延愛,3,Female
24,"1,853",延愛,3,Female
25,"2,921",延愛,3,Female
26,"2,921",延愛,3,Female
27,"2,921",延愛,3,Female
28,"2,921",延愛,3,Female
29,"2,921",延愛,3,Female
30,"2,921",延愛,3,Female
31,"3,145",延愛,3,Female
32,"3,145",延愛,3,Female
33,"3,145",延愛,3,Female
34,"3,145",延愛,3,Female
35,"4,162",延愛,3,Female
36,"4,162",延愛,3,Female
37,"4,162",延愛,3,Female
38,"4,162",延愛,3,Female
39,"4,162",延愛,3,Female
40,"4,162",延愛,3,Female
41,"4,162",延愛,3,Female
42,"4,162",延愛,3,Female
43,"4,162",延愛,3,Female
44,"4,162",延愛,3,Female
45,"5,981",延愛,3,Female
46,"5,981",延愛,3,Female
47,"5,981",延愛,3,Female
48,"5,981",延愛,3,Female
49,"5,981",延愛,3,Female
50,"5,981",延愛,3,Female
51,"5,981",延愛,3,Female
52,"5,981",延愛,3,Female
53,"5,981",延愛,3,Female
54,"5,981",延愛,3,Female
55,"7,850",延愛,3,Female
56,"7,850",延愛,3,Female
57,"7,850",延愛,3,Female
58,"7,850",延愛,3,Female
59,"7,850",延愛,3,Female
60,"8,253",延愛,3,Female
61,"8,253",延愛,3,Female
62,"8,253",延愛,3,Female
63,"8,253",延愛,3,Female
64,"8,253",延愛,3,Female
65,"9,408",延愛,3,Female
66,"9,408",延愛,3,Female
67,"9,408",延愛,3,Female
68,"9,408",延愛,3,Female
69,"9,408",延愛,3,Female
70,"13,372",延愛,3,Female
71,"13,372",延愛,3,Female
72,"13,372",延愛,3,Female
73,"13,372",延愛,3,Female
74,"13,372",延愛,3,Female
75,"14,854",延愛,3,Female
76,"14,854",延愛,3,Female
77,"14,854",延愛,3,Female
78,"14,854",延愛,3,Female
79,"14,854",延愛,3,Female
80,"18,122",延愛,3,Female
81,"18,122",延愛,3,Female
82,"18,122",延愛,3,Female
83,"18,122",延愛,3,Female
84,"18,122",延愛,3,Female
85,"18,547",延愛,3,Female
86,"18,547",延愛,3,Female
87,"18,547",延愛,3,Female
88,"18,547",延愛,3,Female
89,"18,547",延愛,3,Female
90,"19,860",延愛,3,Female
91,"19,860",延愛,3,Female
92,"19,860",延愛,3,Female
93,"19,860",延愛,3,Female
94,"19,860",延愛,3,Female
95,"20,684",延愛,3,Female
96,"20,684",延愛,3,Female
97,"20,684",延愛,3,Female
98,"20,684",延愛,3,Female
99,"20,684",延愛,3,Female
